Topic,Count,Name,Representation,Representative_Docs
196,29,196_beach_drive_american_city,"['beach', 'drive', 'american', 'city', 'right think', 'added', 'lake', 'mean like', 'theatre', 'operating']","['They have beach right in the name. What do you think?', 'Ah, because it’s in Long Beach, and I don’t drive.', 'Ah, because it’s in Long Beach, and I don’t drive.']"
197,29,197_ring_rings_power_proof,"['ring', 'rings', 'power', 'proof', 'strikes', 'road', 'expression', 'evil', 'draw', 'written']","['Did I misspeak about the ring?', 'I’ll stipulate to that if you give me the ring.', 'I’ll stipulate to that if you give me the ring.']"
198,29,198_shirt_button_like think_till,"['shirt', 'button', 'like think', 'till', 'arms', 'shaped', 'rate', 'good idea', 'friday', 'wear']","['All right. But this better not be some elaborate scheme to get me out of my shirt.', 'Okay. By the way, you have something on your shirt.', 'Okay. By the way, you have something on your shirt.']"
199,29,199_favourite_100_people just_fluid,"['favourite', '100', 'people just', 'fluid', 'yelling', 'wake', 'shared', 'want hear', 'topics', 'ordinary']","['I have 100 alphabetized topics from artichoke, come on, people, it’s just a giant thistle, to zzz, the onamona-poetry of sleep.', 'Well, my favourite is chocolate with strawberry frosting, three layers, and if there’s writing on it, make sure it’s not all caps. I don’t need my dessert yelling at me.', 'Well, my favourite is chocolate with strawberry frosting, three layers, and if there’s writing on it, make sure it’s not all caps. I don’t need my dessert yelling at me.']"
200,29,200_decision_gentlemen_oh better_dictates,"['decision', 'gentlemen', 'oh better', 'dictates', 'losing', 'exciting', 'reached', 'complex', 'remain', 'yes like']","['Gentlemen, I think we are losing sight of the real issue. We are on the precipice of becoming faceless cogs in the military-industrial complex. Isn’t that exciting?', 'Well, gentlemen, have you reached a decision?', 'Well, gentlemen, have you reached a decision?']"
201,29,201_scientists_field_valid_breakthrough,"['scientists', 'field', 'valid', 'breakthrough', 'paradigm', 'rules', 'ground', 'science', 'greater', '12 hours']","['Well, but what kind of scientists would we be, drawing a conclusion after only 12 hours of data?', 'It’s called Scientists. Now, I will name three scientists, then you will put them in order of the size of their contribution to their respective fields. To make this game even more compelling, you must consider only the contribution of the man to the field, not the validity of the field itself. For example, Abu Musa Jabir ibn Hayn made a greater contribution to the discredited field of alchemy than Halbert Vanderplatt made to neurobiology. Okay, ready to have some fun?', 'It’s called Scientists. Now, I will name three scientists, then you will put them in order of the size of their contribution to their respective fields. To make this game even more compelling, you must consider only the contribution of the man to the field, not the validity of the field itself. For example, Abu Musa Jabir ibn Hayn made a greater contribution to the discredited field of alchemy than Halbert Vanderplatt made to neurobiology. Okay, ready to have some fun?']"
202,28,202_long time_want come_want want_ago,"['long time', 'want come', 'want want', 'ago', 'left', 'long', 'hmm', 'stuart', 'oh oh', 'thought']","['Hmm. No, not yet.', 'I thought you left a long time ago.', 'I thought you left a long time ago.']"
203,28,203_gift_wait wait_dollars_ve thinking,"['gift', 'wait wait', 'dollars', 've thinking', 'earlier today', 'giving', 'exchange', 'shared', 'makes sense', 'thoughtful']","['Well, what if it’s his only way out? I can’t risk it. Here is twelve dollars. Now, we’re even. Wait, wait, wait, I bought a card. Give me two dollars. And for the record, this is why I hate gift-giving.', 'Well, I don’t know what to say. This is the most thoughtful gift that anyone’s ever given me. And that’s including an amazing gift that I gave myself earlier today.', 'Well, I don’t know what to say. This is the most thoughtful gift that anyone’s ever given me. And that’s including an amazing gift that I gave myself earlier today.']"
204,28,204_food_offers_managed_invitation,"['food', 'offers', 'managed', 'invitation', 'tired', 'love', 'sheep', 'count', 'gift', 'paid']","['It’s my understanding that an unsolicited gift of food can be a precursor to an impromptu invitation to come in and chat.', 'Of course she does. Making me food is her way of saying I love you. Making me food when she’s too tired to cook is her way of saying I really love you.', 'Of course she does. Making me food is her way of saying I love you. Making me food when she’s too tired to cook is her way of saying I really love you.']"
205,28,205_key_keys_lock_car,"['key', 'keys', 'lock', 'car', 'uses', 'door', 'laptop', 'surprising', 'edge', 'stopped']","['You appear to have put your car key in the door lock, are you aware of that?', 'You’re welcome. Point of inquiry, why did you put your car key in the door lock?', 'You’re welcome. Point of inquiry, why did you put your car key in the door lock?']"
206,28,206_entirely_bird_creature_extra,"['entirely', 'bird', 'creature', 'extra', 'superior', 'eats', 'large', 'replaced', 'different', 'humanity']","['I always thought I was more like a cuckoo bird. You know, a superior creature whose egg is placed in the nest of ordinary birds. Of course the newly hatched cuckoo eats all the food, leaving the ordinary siblings to starve to death. Luckily for you, that’s where the metaphor ended.', 'No, no. It’s not an imposition. At this point, in our ecosystem, you are akin to the plover, a small scavenging bird that eats extra food from between the teeth of crocodiles. Please, fly into our open maw, and have at it.', 'No, no. It’s not an imposition. At this point, in our ecosystem, you are akin to the plover, a small scavenging bird that eats extra food from between the teeth of crocodiles. Please, fly into our open maw, and have at it.']"
207,28,207_isn right_nuts_suck_work,"['isn right', 'nuts', 'suck', 'work', 'worked', 'tried', 'certainly', 'helps', 'clearly', 'funny']","['Oh, that certainly would suck.', 'No, I can’t. This isn’t right.', 'No, I can’t. This isn’t right.']"
208,28,208_juice_fruit_technically_rich,"['juice', 'fruit', 'technically', 'rich', 'soon', 'moon', 'concerned', 'realized', 'clear', 'white']","['Hmm, technically not a fruit, but all right. Where did you do your medical internship?', 'On your way home, will you pick up some orange juice?', 'On your way home, will you pick up some orange juice?']"
209,28,209_comfort_end_realized_health,"['comfort', 'end', 'realized', 'health', 'say good', 'just need', 'people just', 'hug', 'going work', 'ideal']","['Allow me to comfort you. At least you’ve got your health.', 'To comfort you, of course. No, that’s not going to work at all, I’ll comfort you from over here. Leonard, what you’re experiencing is a classic Jungian crisis in which the aging individual mourns the loss of the never-to-be realized ideal family unit.', 'To comfort you, of course. No, that’s not going to work at all, I’ll comfort you from over here. Leonard, what you’re experiencing is a classic Jungian crisis in which the aging individual mourns the loss of the never-to-be realized ideal family unit.']"
210,28,210_apple_isaac_named_town,"['apple', 'isaac', 'named', 'town', 'sir', 'going ask', 'spirit', 'latin', 'beans', 'famous']","['No, no that’s true, gravity would have been apparent to me without the apple.', 'Oh, yes. Fig Newtons. I was going to ask them which scientist both helped to develop calculus and had a famous cookie named after him? And then after someone said Newton, I was going to tell them they’re wrong. The cookies are named after a town in Massachusetts. And then I’d throw the cookies away.', 'Oh, yes. Fig Newtons. I was going to ask them which scientist both helped to develop calculus and had a famous cookie named after him? And then after someone said Newton, I was going to tell them they’re wrong. The cookies are named after a town in Massachusetts. And then I’d throw the cookies away.']"
211,28,211_cream_ice_sugar_milk,"['cream', 'ice', 'sugar', 'milk', 'studying', 'woman', 'eats', 'taste', 'contains', 'ability']","['I’ve been familiarizing myself with female emotional crises by studying the comic strip Cathy. When she’s upset, she says Ach and eats ice cream.', 'No. Clearly another woman in dire need of ice cream.', 'No. Clearly another woman in dire need of ice cream.']"
212,28,212_warm_pepper_irritating_delicious,"['warm', 'pepper', 'irritating', 'delicious', 'uh let', 'multi', 'asks', 'animals', 'singing', 'make sure']","['Your driving, the plethora of stuffed animals on your bed that stare at him during your amorous activities, your constant tardiness, your singing.', 'And rubber gloves, uh, air freshener. Um, noise-cancelling headphones. Oh, danger whistle. Um, pepper spray. Ooh, a multi-language occupied sign. Uh, let’s see, we have seat protectors, uh, booties for my shoes, a clothespin for my nose. Oh, and a mirror on a stick, so I can make sure the person in the stall next to me isn’t some kind of weirdo.', 'And rubber gloves, uh, air freshener. Um, noise-cancelling headphones. Oh, danger whistle. Um, pepper spray. Ooh, a multi-language occupied sign. Uh, let’s see, we have seat protectors, uh, booties for my shoes, a clothespin for my nose. Oh, and a mirror on a stick, so I can make sure the person in the stall next to me isn’t some kind of weirdo.']"
213,28,213_didn say_say don_closer_monster,"['didn say', 'say don', 'closer', 'monster', 'didn', 'certainly', 'knew', 'happen', 'saw', 'fact']","['I didn’t say that. But no, I don’t.', 'I didn’t say that.', 'I didn’t say that.']"
